"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_TRAMO_ETARIO","Tramo etario","Value","Flag Codes","Flags"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V07","2010 jun-ago","_T","Total",8.2915606125912,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V07","2010 jun-ago","Y15T24","15-24 años",17.8944361571136,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V07","2010 jun-ago","Y25T34","25-34 años",9.98916587830152,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V07","2010 jun-ago","Y35T44","35-44 años",6.64734864212042,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V07","2010 jun-ago","Y45T54","45-54 años",5.89984527696693,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V07","2010 jun-ago","Y55T64","55-64 años",4.67623643429254,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V07","2010 jun-ago","Y_GE65","65 años y más",2.4884975579478,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V08","2010 jul-sep","_T","Total",7.96377486902248,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V08","2010 jul-sep","Y15T24","15-24 años",17.5651177174348,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V08","2010 jul-sep","Y25T34","25-34 años",9.2251163309116,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V08","2010 jul-sep","Y35T44","35-44 años",6.51711216144065,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V08","2010 jul-sep","Y45T54","45-54 años",5.57151699549931,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V08","2010 jul-sep","Y55T64","55-64 años",4.52733855637268,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V08","2010 jul-sep","Y_GE65","65 años y más",2.75317297827777,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V09","2010 ago-oct","_T","Total",7.62355702334366,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V09","2010 ago-oct","Y15T24","15-24 años",18.2903178076639,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V09","2010 ago-oct","Y25T34","25-34 años",8.87995673129684,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V09","2010 ago-oct","Y35T44","35-44 años",6.2191390829582,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V09","2010 ago-oct","Y45T54","45-54 años",4.72990272223692,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V09","2010 ago-oct","Y55T64","55-64 años",4.22743446451226,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V09","2010 ago-oct","Y_GE65","65 años y más",2.2777918838221,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V10","2010 sep-nov","_T","Total",7.0514165206924,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V10","2010 sep-nov","Y15T24","15-24 años",16.9899949501502,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V10","2010 sep-nov","Y25T34","25-34 años",8.53100399975257,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V10","2010 sep-nov","Y35T44","35-44 años",5.54055779227419,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V10","2010 sep-nov","Y45T54","45-54 años",4.35856920260447,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V10","2010 sep-nov","Y55T64","55-64 años",3.98903281893575,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V10","2010 sep-nov","Y_GE65","65 años y más",2.16080800431642,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V11","2010 oct-dic","_T","Total",7.12034736568702,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V11","2010 oct-dic","Y15T24","15-24 años",17.7802225751917,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V11","2010 oct-dic","Y25T34","25-34 años",8.63901584484177,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V11","2010 oct-dic","Y35T44","35-44 años",5.42881855971095,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V11","2010 oct-dic","Y45T54","45-54 años",4.18237597597868,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V11","2010 oct-dic","Y55T64","55-64 años",3.67030982765369,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V11","2010 oct-dic","Y_GE65","65 años y más",2.30563000405378,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V12","2010 nov-ene","_T","Total",7.34013269671392,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V12","2010 nov-ene","Y15T24","15-24 años",17.9715292592255,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V12","2010 nov-ene","Y25T34","25-34 años",8.854874195345,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V12","2010 nov-ene","Y35T44","35-44 años",5.2477634351107,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V12","2010 nov-ene","Y45T54","45-54 años",4.45326022485789,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V12","2010 nov-ene","Y55T64","55-64 años",3.84134900772674,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V12","2010 nov-ene","Y_GE65","65 años y más",2.13692491966624,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V01","2011 dic-feb","_T","Total",7.31572120762696,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V01","2011 dic-feb","Y15T24","15-24 años",17.2393363521746,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V01","2011 dic-feb","Y25T34","25-34 años",9.35847881149198,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V01","2011 dic-feb","Y35T44","35-44 años",5.16921796333492,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V01","2011 dic-feb","Y45T54","45-54 años",4.3411449213202,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V01","2011 dic-feb","Y55T64","55-64 años",3.68435660227074,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V01","2011 dic-feb","Y_GE65","65 años y más",1.936441050566,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V02","2011 ene-mar","_T","Total",7.29838628537181,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V02","2011 ene-mar","Y15T24","15-24 años",16.6849733046745,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V02","2011 ene-mar","Y25T34","25-34 años",9.6098052654011,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V02","2011 ene-mar","Y35T44","35-44 años",5.12376834982837,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V02","2011 ene-mar","Y45T54","45-54 años",4.38474989717357,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V02","2011 ene-mar","Y55T64","55-64 años",4.1442985371718,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V02","2011 ene-mar","Y_GE65","65 años y más",2.04721769464708,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V03","2011 feb-abr","_T","Total",6.97751703299974,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V03","2011 feb-abr","Y15T24","15-24 años",16.0074549411474,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V03","2011 feb-abr","Y25T34","25-34 años",9.38955909140297,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V03","2011 feb-abr","Y35T44","35-44 años",5.09541405070924,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V03","2011 feb-abr","Y45T54","45-54 años",4.34017478593449,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V03","2011 feb-abr","Y55T64","55-64 años",3.73237483932323,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V03","2011 feb-abr","Y_GE65","65 años y más",2.21737991310066,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V04","2011 mar-may","_T","Total",7.16147225239243,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V04","2011 mar-may","Y15T24","15-24 años",17.3226086146744,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V04","2011 mar-may","Y25T34","25-34 años",8.99083830855614,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V04","2011 mar-may","Y35T44","35-44 años",5.1939898349801,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V04","2011 mar-may","Y45T54","45-54 años",4.5689987882511,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V04","2011 mar-may","Y55T64","55-64 años",4.05098888483376,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V04","2011 mar-may","Y_GE65","65 años y más",2.39712090454678,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V05","2011 abr-jun","_T","Total",7.15948460097638,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V05","2011 abr-jun","Y15T24","15-24 años",17.6473568443871,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V05","2011 abr-jun","Y25T34","25-34 años",8.84210013229869,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V05","2011 abr-jun","Y35T44","35-44 años",5.21190453363928,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V05","2011 abr-jun","Y45T54","45-54 años",4.58040339915584,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V05","2011 abr-jun","Y55T64","55-64 años",3.72438748971916,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V05","2011 abr-jun","Y_GE65","65 años y más",2.86988511139337,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V06","2011 may-jul","_T","Total",7.48266983279838,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V06","2011 may-jul","Y15T24","15-24 años",18.7035397777039,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V06","2011 may-jul","Y25T34","25-34 años",8.76246293406149,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V06","2011 may-jul","Y35T44","35-44 años",5.59846447633732,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V06","2011 may-jul","Y45T54","45-54 años",4.96447397118391,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V06","2011 may-jul","Y55T64","55-64 años",3.68541393720129,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V06","2011 may-jul","Y_GE65","65 años y más",3.27413131106427,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V07","2011 jun-ago","_T","Total",7.39186635209347,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V07","2011 jun-ago","Y15T24","15-24 años",18.439495917895,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V07","2011 jun-ago","Y25T34","25-34 años",8.62180148575413,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V07","2011 jun-ago","Y35T44","35-44 años",5.81889570553886,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V07","2011 jun-ago","Y45T54","45-54 años",4.51609861410377,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V07","2011 jun-ago","Y55T64","55-64 años",3.7676131886658,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V07","2011 jun-ago","Y_GE65","65 años y más",3.21391579508646,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V08","2011 jul-sep","_T","Total",7.421627022931,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V08","2011 jul-sep","Y15T24","15-24 años",17.9984835520943,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V08","2011 jul-sep","Y25T34","25-34 años",9.29428059507984,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V08","2011 jul-sep","Y35T44","35-44 años",5.82363442763511,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V08","2011 jul-sep","Y45T54","45-54 años",4.24273204736166,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V08","2011 jul-sep","Y55T64","55-64 años",3.87845161018842,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V08","2011 jul-sep","Y_GE65","65 años y más",2.84232004031361,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V09","2011 ago-oct","_T","Total",7.23055840812043,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V09","2011 ago-oct","Y15T24","15-24 años",17.8265103505947,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V09","2011 ago-oct","Y25T34","25-34 años",8.94846475961502,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V09","2011 ago-oct","Y35T44","35-44 años",5.72959436672459,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V09","2011 ago-oct","Y45T54","45-54 años",3.90042029945734,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V09","2011 ago-oct","Y55T64","55-64 años",4.08321121371096,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V09","2011 ago-oct","Y_GE65","65 años y más",2.92065159132328,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V10","2011 sep-nov","_T","Total",7.06618370073965,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V10","2011 sep-nov","Y15T24","15-24 años",18.1140999957003,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V10","2011 sep-nov","Y25T34","25-34 años",8.84075563281953,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V10","2011 sep-nov","Y35T44","35-44 años",5.51585600785623,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V10","2011 sep-nov","Y45T54","45-54 años",3.71543219382358,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V10","2011 sep-nov","Y55T64","55-64 años",3.58506703375871,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V10","2011 sep-nov","Y_GE65","65 años y más",2.74014839935526,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V11","2011 oct-dic","_T","Total",6.59849599632976,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V11","2011 oct-dic","Y15T24","15-24 años",17.8382305636505,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V11","2011 oct-dic","Y25T34","25-34 años",7.40142761055914,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V11","2011 oct-dic","Y35T44","35-44 años",5.21574083626608,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V11","2011 oct-dic","Y45T54","45-54 años",3.34976612809754,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V11","2011 oct-dic","Y55T64","55-64 años",3.75430339872358,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V11","2011 oct-dic","Y_GE65","65 años y más",2.58634906642058,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V12","2011 nov-ene","_T","Total",6.6304533713691,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V12","2011 nov-ene","Y15T24","15-24 años",17.2468157717118,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V12","2011 nov-ene","Y25T34","25-34 años",7.71720986886387,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V12","2011 nov-ene","Y35T44","35-44 años",4.83744177486504,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V12","2011 nov-ene","Y45T54","45-54 años",3.5448271688996,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V12","2011 nov-ene","Y55T64","55-64 años",3.82907329450659,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2011-V12","2011 nov-ene","Y_GE65","65 años y más",2.615566081595,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V01","2012 dic-feb","_T","Total",6.35616660807491,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V01","2012 dic-feb","Y15T24","15-24 años",16.7228612086468,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V01","2012 dic-feb","Y25T34","25-34 años",6.88776784522655,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V01","2012 dic-feb","Y35T44","35-44 años",4.46553488864803,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V01","2012 dic-feb","Y45T54","45-54 años",3.69189964588878,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V01","2012 dic-feb","Y55T64","55-64 años",3.78898021690846,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V01","2012 dic-feb","Y_GE65","65 años y más",2.7662362072508,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V02","2012 ene-mar","_T","Total",6.59874177799332,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V02","2012 ene-mar","Y15T24","15-24 años",16.5180681392984,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V02","2012 ene-mar","Y25T34","25-34 años",7.77012389106493,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V02","2012 ene-mar","Y35T44","35-44 años",5.07947379273531,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V02","2012 ene-mar","Y45T54","45-54 años",3.89699725459766,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V02","2012 ene-mar","Y55T64","55-64 años",3.51092026138499,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V02","2012 ene-mar","Y_GE65","65 años y más",2.82919027835461,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V03","2012 feb-abr","_T","Total",6.5254089025498,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V03","2012 feb-abr","Y15T24","15-24 años",16.3437791238606,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V03","2012 feb-abr","Y25T34","25-34 años",7.65205975771864,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V03","2012 feb-abr","Y35T44","35-44 años",5.27901311416336,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V03","2012 feb-abr","Y45T54","45-54 años",4.0404155807798,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V03","2012 feb-abr","Y55T64","55-64 años",3.38578142599891,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V03","2012 feb-abr","Y_GE65","65 años y más",2.60099533627968,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V04","2012 mar-may","_T","Total",6.7090167256674,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V04","2012 mar-may","Y15T24","15-24 años",16.4934740365944,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V04","2012 mar-may","Y25T34","25-34 años",8.4459161231506,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V04","2012 mar-may","Y35T44","35-44 años",5.49768902329981,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V04","2012 mar-may","Y45T54","45-54 años",3.90811445996312,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V04","2012 mar-may","Y55T64","55-64 años",3.68072851953102,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V04","2012 mar-may","Y_GE65","65 años y más",2.1532910481115,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V05","2012 abr-jun","_T","Total",6.5722251584556,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V05","2012 abr-jun","Y15T24","15-24 años",15.9863453965272,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V05","2012 abr-jun","Y25T34","25-34 años",8.42712629983503,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V05","2012 abr-jun","Y35T44","35-44 años",5.11982485071497,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V05","2012 abr-jun","Y45T54","45-54 años",4.00994681306453,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2012-V05","2012 abr-jun","Y55T64","55-64 años",3.81884106542678,,
